ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Localidade_Venda,Metodo_Pagamento,Status_Pedido
TRX003943,09-29-2025,CLI00093,Caixa de Som,Eletrônicos,148.49,3.0,Curitiba/PR/Brasil,Cartao de Debito,Em Processamento
TRX005275,09/04/2025,CLI00367,Kit Cama,Casa,"R$ 2.783,41",1.0,SÃO PAULO - SP,pix,Concluido
TRX002081,2025-10-30,CLI00739,Caixa de Som,Eletrônicos,"R$ 1.067,53",4.0,Recife/PE/Brasil,Boleto,concluido
TRX000694,06-06-2025,CLI00590,Calça Jeans,Moda,"R$ 2.234,59",3.0,Curitiba/PR/Brasil,Boleto,Concluido
TRX002752,2025-09-02,CLI00554,"Smart TV 50""",Eletrônicos,1378.17,1.0,Belo Horizonte/MG/Brasil,cartao de credito,Cancelado
TRX004089,08-08-2025,CLI00388,Livro Técnico Python,Livros,1993.50,2.0,Rio de Janeiro/RJ/Brasil,Cartao de Credito,concluido
TRX000189,04-07-2025,CLI00055,Tapete de Yoga,Esporte,1007.95,5.0,Manaus/AM/Brasil,PIX,concluido
TRX000288,2025-08-03,CLI00790,Livro Infantil,Livros,"R$ 815,90",1.0,Manaus/AM/Brasil,Boleto,Devolvido
TRX003548,2025-01-11,CLI00927,Livro Infantil,Livros,3094.05,,Curitiba/PR/Brasil,pix,Cancelado
TRX004650,11-01-2025,CLI00792,Calça Jeans,Moda,2730.70,3.0,Belo Horizonte/MG/Brasil,Cartao de Debito,concluido
TRX002851,09-09-2025,CLI00197,Liquidificador,Casa,150.02,2.0,PORTO ALEGRE - RS,PIX,concluido
TRX002938,15/04/2025,CLI00870,Liquidificador,Casa,"R$ 3.408,98",2.0,Fortaleza/CE/Brasil,pix,Devolvido
TRX003825,2025-06-03,CLI00742,Liquidificador,Casa,"R$ 2.088,90",2.0,SÃO PAULO - SP,PIX,concluido
TRX004323,08-05-2025,CLI00785,Quadrinho Clássico,Livros,756.00,4.0,SÃO PAULO - SP,Cartao de Credito,Em Processamento
TRX002154,12-30-2025,CLI00130,Camiseta Básica,Moda,1519.20,5.0,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Devolvido
TRX002900,2025-03-10,CLI00280,Caixa de Som,Eletrônicos,303.38,1.0,Manaus/AM/Brasil,cartao de credito,Em Processamento
TRX002651,2025-08-07,CLI00268,Jogo de Panelas,Casa,"R$ 894,96",1.0,Salvador/BA/Brasil,pix,Devolvido
TRX004950,08/10/2025,CLI00826,Livro Técnico Python,Livros,3306.90,5.0,SALVADOR - BA,Cartao de Credito,Em Processamento
TRX002234,01/08/2025,CLI00440,Camiseta Básica,Moda,3347.75,5.0,Recife/PE/Brasil,Cartao de Debito,Devolvido
TRX003099,03-20-2025,CLI00187,Livro Técnico Python,Livros,"R$ 288,69",5.0,Salvador/BA/Brasil,cartao de credito,concluido
TRX000211,2025-01-20,CLI01154,Bicicleta Aro 29,ESPORTE,1979.17,5.0,SALVADOR - BA,pix,Concluido
TRX003320,23/08/2025,CLI00765,Corda de Pular,Esporte,1161.39,3.0,Belo Horizonte/MG/Brasil,Cartao de Credito,Concluido
TRX002927,23/10/2025,CLI00824,Calça Jeans,Moda,"R$ 405,44",1.0,SALVADOR - BA,PIX,concluido
TRX004686,2025-01-28,CLI00989,Bola de Futebol,Esporte,716.07,1.0,SÃO PAULO - SP,Boleto,Devolvido
TRX004369,10-05-2025,CLI00094,Jogo de Panelas,Casa,"R$ 2.249,31",4.0,Belo Horizonte/MG/Brasil,cartao de credito,concluido
TRX000074,2025-05-16,CLI00053,Bola de Futebol,Esporte,2318.79,1.0,BELO HORIZONTE - MG,cartao de credito,Concluido
TRX003552,05/11/2025,CLI00855,Camiseta Básica,Moda,610.99,1.0,FORTALEZA - CE,Boleto,Cancelado
TRX002549,2025-12-15,CLI00888,Quadrinho Clássico,Livros,"R$ 2.216,43",1.0,Manaus/AM/Brasil,Cartao de Debito,Concluido
TRX002706,2025-01-27,CLI01037,Quadrinho Clássico,Livros,2248.48,2.0,Porto Alegre/RS/Brasil,PIX,Devolvido
TRX002719,2025-01-03,CLI00658,Caixa de Som,Eletrônicos,1416.97,4.0,São Paulo/SP/Brasil,Cartao de Debito,Concluido
TRX003930,06/03/2025,CLI00045,Camiseta Básica,Moda,"R$ 749,24",4.0,Porto Alegre/RS/Brasil,Boleto,Devolvido
TRX005426,19/12/2025,CLI00694,"Smart TV 50""",Eletrônicos,"R$ 3.113,62",4.0,Porto Alegre/RS/Brasil,Boleto,Em Processamento
TRX003590,04-03-2025,CLI00842,"Smart TV 50""",Eletrônicos,"R$ 660,48",3.0,Fortaleza/CE/Brasil,Cartao de Debito,Cancelado
TRX005703,09-02-2025,CLI00712,Caixa de Som,ELETRÔNICOS,"R$ 1.491,28",3.0,Rio de Janeiro/RJ/Brasil,Boleto,Devolvido
TRX004691,2025-03-01,CLI00638,Fone Bluetooth,ELETRÔNICOS,"R$ 1.504,51",2.0,Fortaleza/CE/Brasil,Boleto,Concluido
TRX001232,22/03/2025,CLI00768,Calça Jeans,Moda,"R$ 1.084,05",3.0,Manaus/AM/Brasil,pix,Cancelado
TRX003579,2025-04-10,CLI00559,Camiseta Básica,Moda,"R$ 1.437,46",1.0,Manaus/AM/Brasil,Cartao de Credito,Em Processamento
TRX005381,09-19-2025,CLI00233,Camiseta Básica,Moda,547.35,1.0,Brasília/DF/Brasil,PIX,Cancelado
TRX001579,10-13-2025,CLI00948,Tapete de Yoga,Esporte,2625.08,4.0,São Paulo/SP/Brasil,Cartao de Credito,Devolvido
TRX005984,15/10/2025,,Corda de Pular,Esporte,1385.05,5.0,Recife/PE/Brasil,Cartao de Credito,Em Processamento
TRX001380,2025-06-02,CLI01177,Livro Técnico Python,Livros,"R$ 3.031,44",3.0,Recife/PE/Brasil,PIX,concluido
TRX003708,06-23-2025,CLI00238,Fone Bluetooth,Eletrônicos,3006.03,2.0,Porto Alegre/RS/Brasil,Boleto,Concluido
TRX000114,10-10-2025,CLI00650,Biografia,Livros,451.76,1.0,MANAUS - AM,Cartao de Debito,concluido
TRX005184,27/02/2025,CLI00032,Kit Cama,CASA,"R$ 3.404,02",1.0,Curitiba/PR/Brasil,Cartao de Credito,Em Processamento
TRX002224,09-27-2025,CLI00379,Vestido Casual,Moda,"R$ 1.772,98",1.0,Salvador/BA/Brasil,pix,Cancelado
TRX002043,2025-04-24,CLI00869,Bola de Futebol,ESPORTE,"R$ 887,24",5.0,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Devolvido
TRX003321,2025-07-06,CLI00824,Livro Infantil,Livros,3454.52,1.0,RECIFE - PE,Boleto,Devolvido
TRX001434,2025-02-01,CLI00540,Corda de Pular,ESPORTE,"R$ 1.354,20",3.0,Rio de Janeiro/RJ/Brasil,Cartao de Debito,concluido
TRX003067,09-10-2025,CLI01059,Caixa de Som,Eletrônicos,"R$ 655,71",4.0,Belo Horizonte/MG/Brasil,Boleto,Concluido
TRX003271,2025-04-13,CLI00401,"Smart TV 50""",Eletrônicos,3295.89,3.0,Belo Horizonte/MG/Brasil,cartao de credito,Concluido
TRX004491,2025-07-05,CLI00351,Jaqueta Corta-Vento,Moda,2343.05,4.0,Porto Alegre/RS/Brasil,pix,Devolvido
TRX002030,25/11/2025,CLI00815,Romance Best-Seller,Livros,2554.30,,Salvador/BA/Brasil,cartao de credito,Devolvido
TRX005803,16/05/2025,CLI00042,Jogo de Panelas,Casa,2502.45,4.0,Recife/PE/Brasil,pix,Em Processamento
TRX004394,08-11-2025,CLI01180,Vestido Casual,Moda,"R$ 1.785,39",1.0,FORTALEZA - CE,Cartao de Debito,Em Processamento
TRX004420,2025-11-13,CLI00624,Halteres 5kg,Esporte,3200.72,3.0,Curitiba/PR/Brasil,PIX,Em Processamento
TRX003205,10-16-2025,CLI00557,Livro Técnico Python,Livros,"R$ 1.518,30",3.0,Salvador/BA/Brasil,Cartao de Debito,Concluido
TRX005315,08/08/2025,CLI01138,Romance Best-Seller,Livros,2218.61,1.0,Salvador/BA/Brasil,Cartao de Credito,Em Processamento
TRX004922,2025-01-07,CLI00003,Quadrinho Clássico,Livros,"R$ 412,88",2.0,Belo Horizonte/MG/Brasil,pix,concluido
TRX000253,26/11/2025,CLI01007,Corda de Pular,Esporte,"R$ 275,91",2.0,FORTALEZA - CE,PIX,Em Processamento
TRX004007,04-30-2025,CLI00953,Calça Jeans,Moda,2794.38,4.0,CURITIBA - PR,Boleto,concluido
TRX000351,11-08-2025,CLI01004,Camiseta Básica,Moda,3036.94,4.0,Belo Horizonte/MG/Brasil,cartao de credito,Em Processamento
TRX002869,23/09/2025,CLI00391,Corda de Pular,Esporte,"R$ 583,34",3.0,Fortaleza/CE/Brasil,cartao de credito,Devolvido
TRX004246,2025-08-31,CLI00859,Tênis Esportivo,Moda,442.22,4.0,Rio de Janeiro/RJ/Brasil,pix,Em Processamento
TRX000458,30/07/2025,CLI00948,Livro Infantil,Livros,714.26,5.0,São Paulo/SP/Brasil,Cartao de Debito,concluido
TRX003316,2025-03-04,CLI00184,Camiseta Básica,Moda,244.11,1.0,Manaus/AM/Brasil,Boleto,concluido
TRX000480,01-23-2025,CLI00983,Camiseta Básica,Moda,2909.99,4.0,Rio de Janeiro/RJ/Brasil,Boleto,Devolvido
TRX001115,2025-09-26,CLI00444,Romance Best-Seller,Livros,720.01,3.0,Salvador/BA/Brasil,cartao de credito,Cancelado
TRX000799,31/12/2025,CLI00238,Romance Best-Seller,Livros,916.39,4.0,Porto Alegre/RS/Brasil,pix,Concluido
TRX004302,06/09/2025,CLI00251,Jogo de Panelas,Casa,2411.57,3.0,Manaus/AM/Brasil,Boleto,Devolvido
TRX001917,28/11/2025,CLI00559,Halteres 5kg,Esporte,2143.71,3.0,Curitiba/PR/Brasil,cartao de credito,Em Processamento
TRX002989,04/08/2025,CLI00272,Luminária LED,Casa,2522.50,2.0,CURITIBA - PR,pix,Devolvido
TRX000027,06-03-2025,CLI00144,Caixa de Som,Eletrônicos,1284.31,2.0,Brasília/DF/Brasil,Boleto,Em Processamento
TRX003196,10-07-2025,CLI00705,Aspirador de Pó,Casa,783.23,3.0,São Paulo/SP/Brasil,PIX,Devolvido
TRX003993,26/05/2025,CLI01073,Calça Jeans,Moda,"R$ 1.972,91",3.0,CURITIBA - PR,cartao de credito,Cancelado
TRX003400,2025-07-24,CLI00573,Liquidificador,Casa,2552.37,1.0,Porto Alegre/RS/Brasil,Cartao de Credito,Em Processamento
TRX001906,09-05-2025,CLI00748,Bicicleta Aro 29,Esporte,39.28,4.0,Manaus/AM/Brasil,pix,Cancelado
TRX001288,2025-10-29,CLI00150,Liquidificador,Casa,"R$ 2.485,99",3.0,Curitiba/PR/Brasil,Cartao de Credito,Cancelado
TRX001282,05-25-2025,CLI00142,Camiseta Básica,Moda,567.51,1.0,Belo Horizonte/MG/Brasil,PIX,Cancelado
TRX004273,10/04/2025,CLI00072,Notebook Prime,Eletrônicos,3382.05,3.0,RECIFE - PE,pix,Em Processamento
TRX005973,2025-05-03,CLI00961,Quadrinho Clássico,LIVROS,"R$ 863,22",4.0,Salvador/BA/Brasil,pix,Concluido
TRX005934,2025-04-22,CLI00218,Luminária LED,Casa,"R$ 551,48",1.0,BELO HORIZONTE - MG,cartao de credito,Devolvido
TRX004676,20/01/2025,CLI00428,Bola de Futebol,Esporte,1235.94,3.0,BRASÍLIA - DF,Boleto,Concluido
TRX004122,2025-01-06,CLI00313,Jaqueta Corta-Vento,Moda,2005.14,3.0,BRASÍLIA - DF,cartao de credito,Em Processamento
TRX005252,01-06-2025,CLI00971,Jogo de Panelas,Casa,1676.95,4.0,Curitiba/PR/Brasil,Cartao de Credito,Concluido
TRX005398,2025-08-10,CLI00397,Tênis Esportivo,Moda,"R$ 3.482,65",2.0,PORTO ALEGRE - RS,PIX,Devolvido
TRX002111,08-29-2025,CLI00989,Bola de Futebol,Esporte,"R$ 1.747,19",2.0,BELO HORIZONTE - MG,Cartao de Debito,concluido
TRX001955,08-21-2025,CLI00313,Quadrinho Clássico,Livros,"R$ 451,12",4.0,Salvador/BA/Brasil,pix,Em Processamento
TRX003656,13/09/2025,CLI00583,Biografia,Livros,38.58,1.0,Rio de Janeiro/RJ/Brasil,pix,Cancelado
TRX005033,2025-07-12,CLI00018,Bicicleta Aro 29,Esporte,"R$ 3.418,91",5.0,SALVADOR - BA,Cartao de Credito,Em Processamento
TRX000608,28/04/2025,CLI00960,Biografia,Livros,"R$ 3.452,07",4.0,Belo Horizonte/MG/Brasil,pix,Cancelado
TRX005697,29/01/2025,CLI00430,Bicicleta Aro 29,Esporte,"R$ 442,44",4.0,São Paulo/SP/Brasil,Cartao de Debito,Cancelado
TRX004654,2025-12-25,CLI00593,Luminária LED,Casa,1607.78,1.0,Porto Alegre/RS/Brasil,Cartao de Debito,Devolvido
TRX005717,05-29-2025,CLI01057,Smartphone X10,Eletrônicos,"R$ 116,06",4.0,RIO DE JANEIRO - RJ,cartao de credito,concluido
TRX003692,28/10/2025,CLI00551,Halteres 5kg,Esporte,"R$ 1.056,69",3.0,BELO HORIZONTE - MG,PIX,Devolvido
TRX004863,2025-10-29,CLI00304,Aspirador de Pó,Casa,"R$ 1.903,42",2.0,Porto Alegre/RS/Brasil,Cartao de Debito,Concluido
TRX004948,09-16-2025,CLI01007,Liquidificador,Casa,"R$ 1.467,27",3.0,Brasília/DF/Brasil,PIX,concluido
TRX000394,2025-10-17,CLI00246,Caixa de Som,Eletrônicos,2238.72,5.0,Curitiba/PR/Brasil,pix,Cancelado
TRX003459,17/04/2025,CLI00052,Aspirador de Pó,Casa,2118.66,5.0,Rio de Janeiro/RJ/Brasil,Boleto,Devolvido
TRX000204,18/02/2025,CLI00357,Livro Infantil,Livros,921.68,3.0,São Paulo/SP/Brasil,pix,Concluido
TRX000340,2025-04-30,CLI00625,Jaqueta Corta-Vento,Moda,"R$ 2.299,10",5.0,Salvador/BA/Brasil,pix,Concluido
TRX003750,11-15-2025,CLI01045,Halteres 5kg,Esporte,2883.64,5.0,Brasília/DF/Brasil,Cartao de Debito,Cancelado
TRX000838,20/09/2025,CLI00876,Bicicleta Aro 29,ESPORTE,2253.21,1.0,BELO HORIZONTE - MG,Cartao de Credito,Concluido
TRX004440,02/07/2025,CLI00020,Aspirador de Pó,Casa,"R$ 422,53",4.0,Belo Horizonte/MG/Brasil,pix,Cancelado
TRX000388,04/12/2025,,Aspirador de Pó,Casa,"R$ 974,13",3.0,Manaus/AM/Brasil,cartao de credito,concluido
TRX001514,25/11/2025,CLI01078,Livro Infantil,Livros,"R$ 365,26",4.0,Recife/PE/Brasil,pix,concluido
TRX004634,06-29-2025,CLI00610,Bola de Futebol,Esporte,197.62,2.0,RIO DE JANEIRO - RJ,Boleto,Cancelado
TRX005011,05-06-2025,CLI00285,Corda de Pular,Esporte,2134.50,3.0,Porto Alegre/RS/Brasil,PIX,Devolvido
TRX004645,10/03/2025,CLI00187,Notebook Prime,Eletrônicos,1874.35,5.0,Salvador/BA/Brasil,PIX,Concluido
TRX002634,04-25-2025,CLI01148,Livro Técnico Python,Livros,1668.80,1.0,Salvador/BA/Brasil,Cartao de Debito,Em Processamento
TRX003957,07/05/2025,CLI00584,Jogo de Panelas,CASA,3094.21,2.0,Recife/PE/Brasil,cartao de credito,Cancelado
TRX003564,17/12/2025,CLI00229,Vestido Casual,Moda,"R$ 2.671,22",3.0,PORTO ALEGRE - RS,Cartao de Debito,Concluido
TRX002145,24/12/2025,CLI00693,Romance Best-Seller,Livros,418.54,2.0,Belo Horizonte/MG/Brasil,Cartao de Debito,Em Processamento
TRX003108,04-05-2025,CLI00197,Caixa de Som,Eletrônicos,"R$ 3.072,90",1.0,Porto Alegre/RS/Brasil,cartao de credito,Cancelado
TRX003096,2025-06-11,CLI00021,Biografia,Livros,2363.18,5.0,São Paulo/SP/Brasil,PIX,Em Processamento
TRX003917,05-08-2025,CLI00180,Vestido Casual,Moda,"R$ 1.969,97",,BELO HORIZONTE - MG,Cartao de Credito,Em Processamento
TRX001804,01-17-2025,CLI00701,Vestido Casual,Moda,1288.62,4.0,Salvador/BA/Brasil,Cartao de Debito,Concluido
TRX002847,2025-07-19,CLI00485,Corda de Pular,Esporte,776.93,5.0,Brasília/DF/Brasil,Boleto,Cancelado
TRX004772,2025-11-18,CLI00886,Bola de Futebol,Esporte,2684.67,4.0,Recife/PE/Brasil,Cartao de Debito,Em Processamento
TRX000678,2025-11-20,CLI00653,Biografia,Livros,2618.57,5.0,Recife/PE/Brasil,pix,Devolvido
TRX001452,2025-04-16,CLI00071,Bicicleta Aro 29,ESPORTE,"R$ 1.904,62",3.0,PORTO ALEGRE - RS,cartao de credito,Cancelado
TRX005471,07-12-2025,CLI00085,Kit Cama,Casa,"R$ 2.885,74",1.0,Brasília/DF/Brasil,pix,Cancelado
TRX001741,08-12-2025,CLI00530,Liquidificador,Casa,2623.48,1.0,MANAUS - AM,Cartao de Debito,Concluido
TRX000062,31/05/2025,CLI00206,Camiseta Básica,Moda,"R$ 2.664,89",1.0,Recife/PE/Brasil,Cartao de Credito,Devolvido
TRX001617,08/05/2025,CLI00854,Jaqueta Corta-Vento,Moda,226.12,5.0,Curitiba/PR/Brasil,pix,concluido
TRX001873,10-07-2025,CLI00135,"Smart TV 50""",Eletrônicos,"R$ 2.416,31",4.0,RECIFE - PE,Cartao de Credito,Concluido
TRX004218,04/12/2025,CLI00470,Jogo de Panelas,Casa,"R$ 322,06",1.0,Salvador/BA/Brasil,Cartao de Credito,Devolvido
TRX004693,01/12/2025,CLI01175,Notebook Prime,Eletrônicos,250.22,2.0,FORTALEZA - CE,Cartao de Credito,Em Processamento
TRX001808,06-25-2025,CLI00302,Corda de Pular,Esporte,"R$ 1.923,25",4.0,Recife/PE/Brasil,PIX,Devolvido
TRX000791,04-30-2025,CLI00765,Biografia,Livros,895.22,2.0,Fortaleza/CE/Brasil,pix,Cancelado
TRX001537,2025-07-27,CLI01085,Tapete de Yoga,Esporte,2207.94,3.0,Recife/PE/Brasil,PIX,Cancelado
TRX003335,2025-10-16,CLI00773,Notebook Prime,Eletrônicos,3235.19,3.0,Porto Alegre/RS/Brasil,Boleto,Devolvido
TRX005541,09/03/2025,CLI00149,Quadrinho Clássico,Livros,1114.74,4.0,Curitiba/PR/Brasil,pix,Concluido
TRX003239,06-20-2025,CLI00340,Camiseta Básica,Moda,1609.08,4.0,São Paulo/SP/Brasil,Boleto,Em Processamento
TRX004900,29/04/2025,CLI00225,Halteres 5kg,Esporte,"R$ 708,73",4.0,SALVADOR - BA,cartao de credito,Cancelado
TRX003318,29/05/2025,CLI00742,Corda de Pular,Esporte,"R$ 112,58",1.0,Porto Alegre/RS/Brasil,Boleto,Concluido
TRX001360,15/09/2025,CLI01072,Biografia,Livros,3482.27,5.0,BELO HORIZONTE - MG,cartao de credito,Concluido
TRX001651,10-22-2025,CLI00763,Luminária LED,CASA,3203.66,3.0,SALVADOR - BA,Cartao de Credito,Em Processamento
TRX004481,07/12/2025,CLI00560,Calça Jeans,Moda,152.76,3.0,FORTALEZA - CE,PIX,concluido
TRX004603,04-26-2025,CLI00025,"Smart TV 50""",Eletrônicos,3005.37,1.0,Recife/PE/Brasil,Cartao de Credito,Concluido
TRX004129,31/03/2025,CLI00265,Corda de Pular,Esporte,402.46,3.0,Porto Alegre/RS/Brasil,PIX,concluido
TRX001612,2025-02-08,CLI00287,Calça Jeans,Moda,"R$ 1.312,95",1.0,Belo Horizonte/MG/Brasil,Cartao de Debito,Cancelado
TRX000734,05/07/2025,CLI00512,Camiseta Básica,Moda,313.10,3.0,Porto Alegre/RS/Brasil,Boleto,Devolvido
TRX003837,01-18-2025,CLI00660,Halteres 5kg,ESPORTE,"R$ 1.512,28",4.0,São Paulo/SP/Brasil,pix,Devolvido
TRX004636,09-08-2025,CLI00565,Romance Best-Seller,Livros,529.27,3.0,Recife/PE/Brasil,cartao de credito,Concluido
TRX003050,2025-05-08,CLI00860,Liquidificador,Casa,1704.17,1.0,Brasília/DF/Brasil,PIX,Em Processamento
TRX005187,04-18-2025,CLI00140,Biografia,Livros,86.80,5.0,Belo Horizonte/MG/Brasil,Cartao de Credito,Em Processamento
TRX002005,28/08/2025,CLI01050,Bola de Futebol,Esporte,"R$ 1.799,67",5.0,Brasília/DF/Brasil,PIX,Devolvido
TRX002376,05-06-2025,CLI00095,Livro Infantil,Livros,2291.97,4.0,CURITIBA - PR,cartao de credito,concluido
TRX000528,2025-10-20,CLI00861,Luminária LED,Casa,"R$ 178,67",2.0,SÃO PAULO - SP,pix,Em Processamento
TRX005636,27/11/2025,CLI00245,"Smart TV 50""",Eletrônicos,2881.04,2.0,Fortaleza/CE/Brasil,Cartao de Debito,Cancelado
TRX002671,02/04/2025,CLI00906,Jogo de Panelas,Casa,3302.89,3.0,SÃO PAULO - SP,PIX,Devolvido
TRX001667,09-02-2025,CLI00801,Calça Jeans,Moda,"R$ 2.367,98",1.0,Curitiba/PR/Brasil,pix,concluido
TRX001469,01-26-2025,CLI00978,Bola de Futebol,Esporte,660.11,2.0,Recife/PE/Brasil,Cartao de Credito,concluido
TRX005434,2025-01-03,CLI01157,Aspirador de Pó,Casa,3181.14,5.0,Manaus/AM/Brasil,,Concluido
TRX002620,12-26-2025,CLI01031,Quadrinho Clássico,Livros,874.35,5.0,Manaus/AM/Brasil,pix,concluido
TRX005662,2025-11-23,CLI00145,Kit Cama,Casa,3054.22,1.0,São Paulo/SP/Brasil,cartao de credito,Concluido
TRX003856,27/10/2025,CLI00605,Vestido Casual,Moda,"R$ 3.422,82",5.0,SÃO PAULO - SP,PIX,Concluido
TRX001880,03-25-2025,CLI00520,Jogo de Panelas,CASA,"R$ 1.193,18",3.0,FORTALEZA - CE,Cartao de Debito,Concluido
TRX000804,10/02/2025,CLI00619,"Smart TV 50""",Eletrônicos,1192.14,1.0,Brasília/DF/Brasil,Cartao de Debito,Devolvido
TRX000858,2025-09-29,CLI01153,Jaqueta Corta-Vento,Moda,"R$ 2.733,08",5.0,BRASÍLIA - DF,Boleto,concluido
TRX003415,15/07/2025,CLI00115,Kit Cama,Casa,1422.47,4.0,Brasília/DF/Brasil,PIX,Devolvido
TRX002518,09/09/2025,CLI00207,Kit Cama,Casa,1618.10,1.0,Fortaleza/CE/Brasil,PIX,Devolvido
TRX002865,2025-11-23,CLI00429,Liquidificador,Casa,"R$ 2.602,36",1.0,MANAUS - AM,Cartao de Credito,Cancelado
TRX003155,2025-10-23,CLI00636,Tapete de Yoga,Esporte,"R$ 2.376,69",5.0,FORTALEZA - CE,pix,Concluido
TRX004767,30/01/2025,CLI00082,Caixa de Som,Eletrônicos,"R$ 2.812,87",4.0,RIO DE JANEIRO - RJ,PIX,Em Processamento
TRX004076,22/02/2025,CLI00679,Jaqueta Corta-Vento,MODA,"R$ 3.339,36",,Brasília/DF/Brasil,Boleto,Devolvido
TRX001721,2025-10-15,CLI00332,Livro Infantil,Livros,3484.19,2.0,SALVADOR - BA,Boleto,Concluido
TRX000220,2025-02-19,,Livro Infantil,Livros,550.26,4.0,Brasília/DF/Brasil,Cartao de Debito,Concluido
TRX001757,02-19-2025,,Biografia,Livros,1493.56,4.0,Belo Horizonte/MG/Brasil,Cartao de Credito,Concluido
TRX001289,12-25-2025,CLI00553,Luminária LED,Casa,"R$ 804,06",3.0,Fortaleza/CE/Brasil,Boleto,Devolvido
TRX001116,2025-02-14,CLI00307,Smartphone X10,Eletrônicos,"R$ 3.335,27",3.0,Manaus/AM/Brasil,Cartao de Credito,Em Processamento
TRX000583,01-24-2025,,Kit Cama,Casa,1809.48,4.0,Manaus/AM/Brasil,,Devolvido
TRX003818,02-21-2025,CLI00209,Luminária LED,Casa,"R$ 2.582,67",3.0,Rio de Janeiro/RJ/Brasil,pix,Devolvido
TRX000044,06/06/2025,CLI00705,Luminária LED,Casa,1943.85,4.0,Salvador/BA/Brasil,PIX,Cancelado
TRX003976,03-29-2025,CLI01058,Tapete de Yoga,Esporte,"R$ 445,83",4.0,BRASÍLIA - DF,Cartao de Credito,Devolvido
TRX001738,04-27-2025,CLI01106,Jogo de Panelas,Casa,2877.95,5.0,Salvador/BA/Brasil,Cartao de Debito,concluido
TRX003594,08/02/2025,CLI01102,Aspirador de Pó,CASA,"R$ 854,05",1.0,São Paulo/SP/Brasil,Cartao de Debito,Cancelado
TRX002723,2025-03-16,CLI00598,Smartphone X10,Eletrônicos,1120.11,4.0,Porto Alegre/RS/Brasil,cartao de credito,Em Processamento
TRX005637,04-07-2025,CLI00966,Halteres 5kg,Esporte,2809.10,5.0,Manaus/AM/Brasil,cartao de credito,Devolvido
TRX003519,2025-01-20,CLI00658,Kit Cama,Casa,"R$ 1.673,25",3.0,Rio de Janeiro/RJ/Brasil,Boleto,Concluido
TRX002874,2025-04-09,CLI00667,Smartphone X10,Eletrônicos,"R$ 2.233,20",1.0,Salvador/BA/Brasil,Cartao de Credito,concluido
TRX004916,2025-06-05,CLI00211,Aspirador de Pó,Casa,2000.33,4.0,Rio de Janeiro/RJ/Brasil,pix,Cancelado
TRX002276,26/09/2025,CLI00092,Quadrinho Clássico,Livros,"R$ 623,86",5.0,BRASÍLIA - DF,pix,Devolvido
TRX001781,2025-03-30,CLI00783,Halteres 5kg,Esporte,"R$ 857,89",2.0,São Paulo/SP/Brasil,Cartao de Debito,Devolvido
TRX005350,2025-06-07,CLI00813,Jogo de Panelas,Casa,2376.25,2.0,Salvador/BA/Brasil,pix,Concluido
TRX001225,2025-01-06,CLI00374,Notebook Prime,Eletrônicos,2339.01,1.0,São Paulo/SP/Brasil,Boleto,Concluido
TRX005869,2025-10-16,CLI00300,Biografia,Livros,"R$ 2.264,31",4.0,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Em Processamento
TRX003481,2025-07-04,CLI00809,Notebook Prime,Eletrônicos,198.43,3.0,Curitiba/PR/Brasil,pix,Devolvido
TRX001072,09-27-2025,CLI00709,Caixa de Som,Eletrônicos,"R$ 1.297,15",4.0,Curitiba/PR/Brasil,PIX,Devolvido
TRX000719,11-25-2025,CLI00836,Camiseta Básica,Moda,1268.07,1.0,Belo Horizonte/MG/Brasil,PIX,Devolvido
TRX005804,2025-09-16,CLI00401,Livro Técnico Python,Livros,"R$ 30,51",1.0,Brasília/DF/Brasil,pix,Em Processamento
TRX004437,2025-01-02,CLI00418,Calça Jeans,Moda,1644.90,1.0,SÃO PAULO - SP,PIX,Devolvido
TRX001506,07-13-2025,CLI00930,"Smart TV 50""",Eletrônicos,268.26,4.0,Recife/PE/Brasil,pix,Devolvido
TRX005769,2025-10-02,CLI01106,Luminária LED,Casa,2593.21,1.0,CURITIBA - PR,PIX,Devolvido
TRX000671,02-10-2025,CLI00024,Aspirador de Pó,Casa,104.36,1.0,Rio de Janeiro/RJ/Brasil,Cartao de Credito,concluido
TRX004049,08-09-2025,CLI00783,Vestido Casual,Moda,"R$ 1.034,97",3.0,PORTO ALEGRE - RS,Cartao de Debito,concluido
TRX005936,01/08/2025,CLI01139,Quadrinho Clássico,Livros,2279.77,4.0,Brasília/DF/Brasil,cartao de credito,Concluido
TRX002132,13/12/2025,CLI00781,Aspirador de Pó,Casa,2999.96,2.0,Porto Alegre/RS/Brasil,PIX,Em Processamento
TRX004889,05-14-2025,CLI00788,Livro Infantil,Livros,3379.81,1.0,Brasília/DF/Brasil,cartao de credito,Devolvido
TRX003003,08-18-2025,CLI00298,Kit Cama,Casa,2417.95,5.0,SALVADOR - BA,Cartao de Credito,concluido
TRX000898,28/09/2025,CLI00688,Bicicleta Aro 29,Esporte,"R$ 2.200,84",2.0,CURITIBA - PR,pix,Cancelado
